OBJECTID,Precinct,TownshipName,TownshipCode,PrecinctName,PrecinctID,Label,PollingID,Format,LastEditor,LastUpdate,Notes,ShapeSTArea,ShapeSTLength
513,90028,Downers Grove,9,Downers Grove 28,9-28,28,437,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6750488.906981787,11874.890801790498
514,90098,Downers Grove,9,Downers Grove 98,9-98,98,828,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,53910557.93666498,40635.64613299887
515,90017,Downers Grove,9,Downers Grove 17,9-17,17,511,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7370955.951032765,10914.425007751906
516,90060,Downers Grove,9,Downers Grove 60,9-60,60,788,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8862117.838035954,13134.561534654953
517,90096,Downers Grove,9,Downers Grove 96,9-96,96,801,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,21098075.010424703,21263.39219566823
518,90086,Downers Grove,9,Downers Grove 86,9-86,86,795,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,20004317.110213637,21769.64224405526
519,90085,Downers Grove,9,Downers Grove 85,9-85,85,612,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,10720698.395031264,15974.398408098928
520,90077,Downers Grove,9,Downers Grove 77,9-77,77,803,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,17218709.643226963,18299.946062590137
521,90076,Downers Grove,9,Downers Grove 76,9-76,76,803,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,12107219.633884715,20982.213832916714
522,90101,Downers Grove,9,Downers Grove 101,9-101,101,935,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,18233858.330328017,25965.178166954203
523,90055,Downers Grove,9,Downers Grove 55,9-55,55,794,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9670412.596026735,15326.737161031597
524,90009,Downers Grove,9,Downers Grove 9,9-9,9,921,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6776403.092502354,11901.026378206912
525,90070,Downers Grove,9,Downers Grove 70,9-70,70,146,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8223420.6816152055,11613.625317240942
526,90037,Downers Grove,9,Downers Grove 37,9-37,37,114,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,10578563.700161694,13279.962778906669
527,90065,Downers Grove,9,Downers Grove 65,9-65,65,147,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,11642975.009955026,18968.85126791998
528,90056,Downers Grove,9,Downers Grove 56,9-56,56,147,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7010580.7706373865,13243.45078773745
529,90075,Downers Grove,9,Downers Grove 75,9-75,75,941,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,29719811.09536609,23408.994834062858
530,90099,Downers Grove,9,Downers Grove 99,9-99,99,827,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,14806673.06087259,18759.04917455033
531,90071,Downers Grove,9,Downers Grove 71,9-71,71,271,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8541811.228693333,14035.269483809578
532,90051,Downers Grove,9,Downers Grove 51,9-51,51,75,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,13942128.667797973,17076.943986645416
533,90023,Downers Grove,9,Downers Grove 23,9-23,23,460,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6060462.858119712,11093.302214827057
534,90100,Downers Grove,9,Downers Grove 100,9-100,100,801,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,26958065.270291265,26784.38899139153
535,90026,Downers Grove,9,Downers Grove 26,9-26,26,114,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6851477.849329781,13245.842129242432
536,90054,Downers Grove,9,Downers Grove 54,9-54,54,940,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8876299.08977388,12226.440231211493
537,90103,Downers Grove,9,Downers Grove 103,9-103,103,827,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,54028024.91308553,36047.294813319444
538,90102,Downers Grove,9,Downers Grove 102,9-102,102,935,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,183892498.780913,58966.70381037156
539,90043,Downers Grove,9,Downers Grove 43,9-43,43,792,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8970344.349500397,12274.565295820672
540,90002,Downers Grove,9,Downers Grove 2,9-2,2,839,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8732069.266764233,12233.818737567459
541,90027,Downers Grove,9,Downers Grove 27,9-27,27,114,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8132662.3918298045,16306.45030069141
542,90044,Downers Grove,9,Downers Grove 44,9-44,44,444,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9123613.556009121,14086.385599539204
543,90064,Downers Grove,9,Downers Grove 64,9-64,64,794,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9781779.033366876,14164.911986015863
544,90069,Downers Grove,9,Downers Grove 69,9-69,69,317,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,10112057.159568008,15891.892585566226
545,90068,Downers Grove,9,Downers Grove 68,9-68,68,317,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7645869.088938193,12117.059161571444
546,90081,Downers Grove,9,Downers Grove 81,9-81,81,776,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,5867538.535970073,9795.445135011545
547,90073,Downers Grove,9,Downers Grove 73,9-73,73,250,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,15330518.03550026,17222.2690260536
548,90066,Downers Grove,9,Downers Grove 66,9-66,66,431,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6758585.491326785,10365.941000069171
549,90092,Downers Grove,9,Downers Grove 92,9-92,92,775,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,16267012.793704255,18619.647019190397
550,40008,Winfield,4,Winfield 8,4-8,8,531,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9051132.394952783,16830.770021708253
551,40010,Winfield,4,Winfield 10,4-10,10,502,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8974185.435278608,14791.31868134789
552,40001,Winfield,4,Winfield 1,4-1,1,843,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,101690553.27308916,61752.546390231095
553,40015,Winfield,4,Winfield 15,4-15,15,534,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,16599847.369606057,17033.10524367768
554,40006,Winfield,4,Winfield 6,4-6,6,150,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,20275817.124045968,23028.542193380144
555,40003,Winfield,4,Winfield 3,4-3,3,423,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,39408464.600332044,26093.25950913648
556,40002,Winfield,4,Winfield 2,4-2,2,423,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,21942767.43019502,21084.040082055246
557,40009,Winfield,4,Winfield 9,4-9,9,907,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,16005760.802858183,23680.203536167985
558,40013,Winfield,4,Winfield 13,4-13,13,502,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,32524984.662849233,36483.69339272268
559,40019,Winfield,4,Winfield 19,4-19,19,206,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,90839352.19024768,49029.9975763419
560,40018,Winfield,4,Winfield 18,4-18,18,490,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,46200140.52485978,28502.11728049115
561,40025,Winfield,4,Winfield 25,4-25,25,599,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,18413935.815806113,20824.389283916415
562,40026,Winfield,4,Winfield 26,4-26,26,599,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,10395073.44737302,14539.242287798323
563,40024,Winfield,4,Winfield 24,4-24,24,599,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,19285757.125440523,19118.766307709484
564,40022,Winfield,4,Winfield 22,4-22,22,786,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,26620032.907168902,29145.30119201667
565,40012,Winfield,4,Winfield 12,4-12,12,907,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,321939350.1824025,76009.04474129002
566,40007,Winfield,4,Winfield 7,4-7,7,150,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,24633160.039406642,24669.771421583533
567,40027,Winfield,4,Winfield 27,4-27,27,206,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,10011161.26418465,15966.913823342564
568,40016,Winfield,4,Winfield 16,4-16,16,103,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,48287536.42842464,33363.044423075
569,40005,Winfield,4,Winfield 5,4-5,5,843,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,20363105.394002583,24729.734270833254
570,40014,Winfield,4,Winfield 14,4-14,14,534,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,42644152.18225424,27737.6047106886
571,40017,Winfield,4,Winfield 17,4-17,17,461,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9291976.1254936,13608.788424181666
572,40011,Winfield,4,Winfield 11,4-11,11,150,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,11010917.00495745,16537.935641773456
573,60032,York,6,York 32,6-32,32,220,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6237395.718674225,11372.361642213727
574,20070,Bloomingdale,2,Bloomingdale 70,2-70,70,189,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8723590.051337041,20154.916875187595
575,30013,Addison,3,Addison 13,3-13,13,514,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,11001716.356771428,22101.88641042718
576,30012,Addison,3,Addison 12,3-12,12,514,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,5168506.036220457,11179.066872605
577,50069,Milton,5,Milton 69,5-69,69,239,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,11077945.46149139,15620.434760476013
578,50077,Milton,5,Milton 77,5-77,77,43,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,65763729.70983973,42927.31651853991
579,50048,Milton,5,Milton 48,5-48,48,441,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,5035460.125984005,9902.533990497886
580,50061,Milton,5,Milton 61,5-61,61,521,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,5362231.717675231,9652.875786176332
581,10039,Wayne,1,Wayne 39,1-39,39,498,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,30427068.831889905,26626.483676371343
582,40020,Winfield,4,Winfield 20,4-20,20,461,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,5578066.244644419,11441.823671685683
583,40023,Winfield,4,Winfield 23,4-23,23,461,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,22630739.52275569,27993.040215263343
584,40021,Winfield,4,Winfield 21,4-21,21,490,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,5698788.9601948075,11601.39920751648
585,90087,Downers Grove,9,Downers Grove 87,9-87,87,104,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7130629.083658772,11398.442609531563
586,90088,Downers Grove,9,Downers Grove 88,9-88,88,776,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9449613.744165638,15723.979763262389
587,70050,Naperville,7,Naperville 50,7-50,50,693,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9192241.442770483,16824.716121490877
588,80059,Lisle,8,Lisle 59,8-59,59,478,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,13052755.65016082,18097.559276344145
589,80051,Lisle,8,Lisle 51,8-51,51,815,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,27699660.61450229,22120.9064353832
590,30050,Addison,3,Addison 50,3-50,50,489,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,5394018.845634243,9901.191919796987
591,70049,Naperville,7,Naperville 49,7-49,49,263,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,27582639.15685728,26998.205170595767
592,10038,Wayne,1,Wayne 38,1-38,38,812,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,124868183.3010129,59259.514043666895
593,70055,Naperville,7,Naperville 55,7-55,55,694,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,17638947.475618213,18574.710458356563
594,70054,Naperville,7,Naperville 54,7-54,54,378,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6479911.420491365,10608.649618897103
595,70051,Naperville,7,Naperville 51,7-51,51,263,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,12170047.488314293,22501.389684942915
596,10033,Wayne,1,Wayne 33,1-33,33,881,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,19347910.325858567,20704.046328498203
597,80017,Lisle,8,Lisle 17,8-17,17,905,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,14769427.254734395,17792.665739911496
598,90097,Downers Grove,9,Downers Grove 97,9-97,97,612,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9011773.747128569,12948.206419293601
599,40004,Winfield,4,Winfield 4,4-4,4,531,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7491455.398071805,11459.288441221504
600,50007,Milton,5,Milton 7,5-7,7,88,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,13274103.919110306,17299.74327652328
